"COD_MUN_IBGE","SIGLA_PARTIDO","DESCRICAO_SEXO","DESCRICAO_GRAU_INSTRUCAO"
"520549","PRTB","MASCULINO","SUPERIOR COMPLETO"
"521300","PSDB","FEMININO","SUPERIOR COMPLETO"
"520485","PP","MASCULINO","SUPERIOR COMPLETO"
"521010","PSDB","FEMININO","ENSINO MÉDIO COMPLETO"
"316990","PHS","MASCULINO","SUPERIOR COMPLETO"
"520620","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"520340","DEM","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"521483","DEM","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"521560","PSDB","MASCULINO","SUPERIOR COMPLETO"
"311990","PR","FEMININO","SUPERIOR COMPLETO"
"313730","PSD","MASCULINO","SUPERIOR INCOMPLETO"
"314890","PSDB","MASCULINO","SUPERIOR COMPLETO"
"311500","PSD","MASCULINO","SUPERIOR COMPLETO"
"310420","PMDB","MASCULINO","SUPERIOR COMPLETO"
"315450","PTB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"310660","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"313370","PV","MASCULINO","SUPERIOR COMPLETO"
"314910","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"312087","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"310080","PV","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"310375","PP","FEMININO","SUPERIOR COMPLETO"
"520170","PROS","MASCULINO","SUPERIOR COMPLETO"
"521370","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"521190","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"311440","PT do B","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"521225","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"313540","PDT","MASCULINO","SUPERIOR COMPLETO"
"312400","PSDB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"310380","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"310950","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"313800","DEM","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"312860","PSDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"310450","PSD","MASCULINO","SUPERIOR COMPLETO"
"520640","PR","MASCULINO","SUPERIOR INCOMPLETO"
"522068","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"521770","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"521565","PSDB","MASCULINO","SUPERIOR COMPLETO"
"520025","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"520630","PSB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"521140","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"521570","PSDB","MASCULINO","SUPERIOR COMPLETO"
"520250","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"520450","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"521580","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"520357","PSDB","FEMININO","ENSINO MÉDIO COMPLETO"
"520430","PMDB","FEMININO","ENSINO FUNDAMENTAL COMPLETO"
"520510","PMDB","MASCULINO","SUPERIOR COMPLETO"
"522005","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"520590","DEM","MASCULINO","SUPERIOR COMPLETO"
"520530","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"521878","PR","MASCULINO","SUPERIOR COMPLETO"
"520090","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"520110","PTB","MASCULINO","SUPERIOR COMPLETO"
"310445","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"521720","PP","MASCULINO","SUPERIOR COMPLETO"
"315340","PV","MASCULINO","SUPERIOR COMPLETO"
"312140","PROS","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"311230","PSC","MASCULINO","SUPERIOR INCOMPLETO"
"314320","PTB","MASCULINO","SUPERIOR COMPLETO"
"314655","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"521160","PPS","MASCULINO","SUPERIOR COMPLETO"
"521500","PSDB","FEMININO","SUPERIOR COMPLETO"
"521130","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"520215","PMDB","FEMININO","ENSINO MÉDIO COMPLETO"
"520350","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"313280","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"310290","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"316556","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"521920","PRTB","MASCULINO","SUPERIOR COMPLETO"
"520929","PTB","FEMININO","ENSINO MÉDIO COMPLETO"
"313870","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"316220","PMDB","FEMININO","SUPERIOR COMPLETO"
"317010","PMDB","MASCULINO","SUPERIOR COMPLETO"
"310890","PSD","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"313840","PSC","MASCULINO","SUPERIOR COMPLETO"
"313250","PT do B","MASCULINO","SUPERIOR COMPLETO"
"520030","PPS","MASCULINO","SUPERIOR COMPLETO"
"520910","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"520650","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"521180","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"210095","PDT","FEMININO","SUPERIOR COMPLETO"
"210070","PC do B","MASCULINO","SUPERIOR INCOMPLETO"
"210632","PRB","MASCULINO","ENSINO MÉDIO COMPLETO"
"312930","PSDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"316910","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"211172","PV","FEMININO","ENSINO MÉDIO COMPLETO"
"211050","PC do B","MASCULINO","ENSINO MÉDIO COMPLETO"
"313680","PP","MASCULINO","SUPERIOR COMPLETO"
"311450","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"313130","PMDB","MASCULINO","SUPERIOR COMPLETO"
"314085","PSC","MASCULINO","SUPERIOR COMPLETO"
"310740","PPS","MASCULINO","SUPERIOR COMPLETO"
"310340","PT","MASCULINO","SUPERIOR COMPLETO"
"310440","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"311430","PMDB","MASCULINO","SUPERIOR COMPLETO"
"316420","PSDB","MASCULINO","SUPERIOR COMPLETO"
"316294","PSB","MASCULINO","SUPERIOR COMPLETO"
"311410","PMDB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"315060","PSDB","MASCULINO","SUPERIOR COMPLETO"
"311250","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"311360","DEM","MASCULINO","SUPERIOR COMPLETO"
"313290","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"314960","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"210637","PR","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"310520","PRB","MASCULINO","SUPERIOR COMPLETO"
"211300","DEM","FEMININO","SUPERIOR COMPLETO"
"317050","PRB","MASCULINO","SUPERIOR COMPLETO"
"313900","PMDB","MASCULINO","SUPERIOR COMPLETO"
"313560","PR","MASCULINO","SUPERIOR COMPLETO"
"315020","PR","MASCULINO","SUPERIOR COMPLETO"
"314210","PSB","MASCULINO","SUPERIOR COMPLETO"
"313590","PROS","MASCULINO","ENSINO MÉDIO COMPLETO"
"210590","PPS","MASCULINO","SUPERIOR COMPLETO"
"210910","PP","MASCULINO","SUPERIOR COMPLETO"
"314435","PSDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"311960","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"311330","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"317020","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"310480","PSB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"314850","PRB","MASCULINO","SUPERIOR COMPLETO"
"317107","PSDB","MASCULINO","SUPERIOR COMPLETO"
"316443","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"315990","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"312670","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"311180","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"317005","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"314000","PPS","MASCULINO","SUPERIOR COMPLETO"
"314190","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"317120","PSDB","FEMININO","SUPERIOR COMPLETO"
"311265","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"314053","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"313760","PPS","MASCULINO","SUPERIOR COMPLETO"
"310970","PR","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"316430","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"316340","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"315630","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"210050","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"312530","PP","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO"
"316270","PMN","FEMININO","SUPERIOR COMPLETO"
"210193","PDT","FEMININO","SUPERIOR COMPLETO"
"211070","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"310240","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"310150","DEM","MASCULINO","SUPERIOR COMPLETO"
"314450","PSDB","MASCULINO","SUPERIOR COMPLETO"
"314030","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"311800","PSDB","MASCULINO","SUPERIOR COMPLETO"
"316750","PPS","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"311970","PSDB","MASCULINO","SUPERIOR COMPLETO"
"310210","PSDB","MASCULINO","SUPERIOR COMPLETO"
"315140","PSDB","MASCULINO","SUPERIOR COMPLETO"
"316720","PMDB","MASCULINO","SUPERIOR COMPLETO"
"310070","PSD","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"312690","PSDB","MASCULINO","SUPERIOR COMPLETO"
"312385","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"311750","PMDB","MASCULINO","SUPERIOR COMPLETO"
"310960","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"315000","PMN","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"316045","PT","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"210900","PSD","MASCULINO","SUPERIOR COMPLETO"
"211000","PP","FEMININO","SUPERIOR COMPLETO"
"210320","PV","MASCULINO","SUPERIOR COMPLETO"
"316800","PSDB","MASCULINO","SUPERIOR COMPLETO"
"316160","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"313040","PMDB","MASCULINO","SUPERIOR COMPLETO"
"210275","PC do B","MASCULINO","ENSINO MÉDIO COMPLETO"
"314345","SD","MASCULINO","SUPERIOR COMPLETO"
"313220","PSDB","MASCULINO","SUPERIOR COMPLETO"
"312170","DEM","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"311210","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"313620","PSDB","FEMININO","SUPERIOR INCOMPLETO"
"316165","PMDB","MASCULINO","SUPERIOR COMPLETO"
"315270","PSDB","MASCULINO","SUPERIOR COMPLETO"
"315300","PTC","MASCULINO","SUPERIOR COMPLETO"
"313410","PMDB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"312060","PP","MASCULINO","SUPERIOR COMPLETO"
"314437","PRB","MASCULINO","SUPERIOR COMPLETO"
"311787","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"312650","PDT","MASCULINO","SUPERIOR COMPLETO"
"314550","DEM","MASCULINO","SUPERIOR COMPLETO"
"312270","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"313960","PSB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"310180","PSD","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"311150","PMDB","MASCULINO","SUPERIOR COMPLETO"
"315840","PSDB","FEMININO","SUPERIOR COMPLETO"
"210350","PDT","FEMININO","SUPERIOR COMPLETO"
"211060","PMDB","MASCULINO","SUPERIOR COMPLETO"
"314180","PRB","MASCULINO","ENSINO MÉDIO COMPLETO"
"210663","PSB","MASCULINO","SUPERIOR COMPLETO"
"312660","PRB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"312200","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"315530","PSDB","MASCULINO","SUPERIOR COMPLETO"
"316245","PT","MASCULINO","SUPERIOR COMPLETO"
"314020","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"312350","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"210325","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"310860","PMDB","MASCULINO","SUPERIOR COMPLETO"
"314160","PRB","MASCULINO","ENSINO MÉDIO COMPLETO"
"311783","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"210592","PSDB","MASCULINO","SUPERIOR COMPLETO"
"315390","PSB","MASCULINO","SUPERIOR COMPLETO"
"211023","PC do B","MASCULINO","ENSINO MÉDIO COMPLETO"
"210237","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"210880","PRB","MASCULINO","SUPERIOR COMPLETO"
"314467","SD","FEMININO","ENSINO MÉDIO COMPLETO"
"310540","PV","MASCULINO","SUPERIOR COMPLETO"
"311040","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"316095","DEM","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"312190","PSDB","MASCULINO","SUPERIOR COMPLETO"
"310680","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"312950","PSDB","FEMININO","SUPERIOR COMPLETO"
"316330","PMDB","MASCULINO","SUPERIOR COMPLETO"
"310590","PSDB","MASCULINO","SUPERIOR COMPLETO"
"311520","PSDB","MASCULINO","SUPERIOR COMPLETO"
"314080","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"312920","PRB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"315380","PR","MASCULINO","SUPERIOR COMPLETO"
"317070","PTB","MASCULINO","SUPERIOR COMPLETO"
"316860","PT","MASCULINO","SUPERIOR COMPLETO"
"313320","PSDB","MASCULINO","SUPERIOR COMPLETO"
"316930","PMDB","MASCULINO","SUPERIOR COMPLETO"
"315680","PSD","MASCULINO","SUPERIOR COMPLETO"
"317060","PMDB","MASCULINO","SUPERIOR COMPLETO"
"210083","PV","MASCULINO","SUPERIOR INCOMPLETO"
"210430","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"210043","PDT","MASCULINO","SUPERIOR INCOMPLETO"
"315750","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"310285","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"317030","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"314400","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"211107","PSD","FEMININO","SUPERIOR INCOMPLETO"
"210735","PV","FEMININO","ENSINO MÉDIO COMPLETO"
"210047","PMDB","MASCULINO","SUPERIOR COMPLETO"
"210840","PMDB","MASCULINO","SUPERIOR COMPLETO"
"211020","PC do B","MASCULINO","SUPERIOR COMPLETO"
"210470","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"210408","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"211285","PSDB","FEMININO","SUPERIOR COMPLETO"
"211180","PRB","MASCULINO","ENSINO MÉDIO COMPLETO"
"211210","PSDB","MASCULINO","SUPERIOR COMPLETO"
"311590","PRB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"314710","PSD","MASCULINO","SUPERIOR COMPLETO"
"316100","PR","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"316105","PRB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"310870","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"314560","PMDB","FEMININO","SUPERIOR COMPLETO"
"315570","DEM","MASCULINO","SUPERIOR COMPLETO"
"315820","PV","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"314170","PRB","MASCULINO","ENSINO MÉDIO COMPLETO"
"314130","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"311570","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"314520","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"314010","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"313652","PV","MASCULINO","ENSINO MÉDIO COMPLETO"
"211400","PR","FEMININO","ENSINO MÉDIO COMPLETO"
"211163","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"210490","PV","FEMININO","SUPERIOR COMPLETO"
"210620","PSDB","MASCULINO","SUPERIOR COMPLETO"
"211153","PSB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"210380","PC do B","MASCULINO","SUPERIOR COMPLETO"
"210480","PMDB","MASCULINO","SUPERIOR COMPLETO"
"210130","PDT","MASCULINO","SUPERIOR COMPLETO"
"210542","PSDB","MASCULINO","SUPERIOR COMPLETO"
"210667","PRB","MASCULINO","ENSINO MÉDIO COMPLETO"
"210550","PSDB","MASCULINO","SUPERIOR COMPLETO"
"210515","PC do B","MASCULINO","ENSINO MÉDIO COMPLETO"
"210630","PMDB","MASCULINO","SUPERIOR COMPLETO"
"210140","PDT","MASCULINO","SUPERIOR COMPLETO"
"211040","PC do B","MASCULINO","SUPERIOR COMPLETO"
"210355","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"314280","PSD","MASCULINO","SUPERIOR COMPLETO"
"311550","PSDB","MASCULINO","SUPERIOR COMPLETO"
"211190","PSB","FEMININO","ENSINO MÉDIO COMPLETO"
"316070","PPS","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"317103","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"210675","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"210810","PC do B","MASCULINO","ENSINO MÉDIO COMPLETO"
"210945","PC do B","FEMININO","SUPERIOR INCOMPLETO"
"210927","PC do B","FEMININO","SUPERIOR COMPLETO"
"312080","PP","MASCULINO","SUPERIOR COMPLETO"
"312510","PSDB","MASCULINO","SUPERIOR COMPLETO"
"210530","PMDB","MASCULINO","SUPERIOR COMPLETO"
"210905","PC do B","FEMININO","SUPERIOR COMPLETO"
"210015","PMDB","FEMININO","ENSINO MÉDIO COMPLETO"
"210940","PRB","MASCULINO","SUPERIOR COMPLETO"
"211030","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"317057","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"210375","PRB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"210020","PC do B","MASCULINO","SUPERIOR INCOMPLETO"
"312890","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"311690","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"313050","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"312015","PTB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"316905","PSDB","MASCULINO","SUPERIOR COMPLETO"
"315733","PT","FEMININO","SUPERIOR COMPLETO"
"313980","PSDB","MASCULINO","SUPERIOR COMPLETO"
"315445","PMDB","MASCULINO","SUPERIOR COMPLETO"
"313925","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"315950","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"312965","PT","MASCULINO","SUPERIOR COMPLETO"
"310640","PMDB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"310120","PR","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"311160","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"314100","PDT","MASCULINO","SUPERIOR COMPLETO"
"317100","PSD","MASCULINO","SUPERIOR COMPLETO"
"210030","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"312940","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"210310","DEM","MASCULINO","SUPERIOR COMPLETO"
"211003","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"210317","PC do B","FEMININO","SUPERIOR COMPLETO"
"210240","PP","MASCULINO","SUPERIOR COMPLETO"
"211157","PSDB","MASCULINO","SUPERIOR COMPLETO"
"210570","PSDB","MASCULINO","SUPERIOR COMPLETO"
"210890","PC do B","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"312420","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"315170","PT","MASCULINO","SUPERIOR COMPLETO"
"310920","PSB","MASCULINO","SUPERIOR INCOMPLETO"
"317170","PMDB","MASCULINO","SUPERIOR COMPLETO"
"316940","PSD","MASCULINO","SUPERIOR COMPLETO"
"311790","PTB","MASCULINO","SUPERIOR COMPLETO"
"210467","PT","MASCULINO","SUPERIOR COMPLETO"
"312760","PMDB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"313430","PDT","MASCULINO","SUPERIOR COMPLETO"
"313570","PMDB","MASCULINO","SUPERIOR COMPLETO"
"314770","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"313940","PMDB","FEMININO","ENSINO MÉDIO COMPLETO"
"315480","PV","FEMININO","SUPERIOR INCOMPLETO"
"211102","PTC","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"210340","PT","MASCULINO","SUPERIOR COMPLETO"
"211227","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"210680","PSB","MASCULINO","SUPERIOR COMPLETO"
"210370","PC do B","FEMININO","SUPERIOR COMPLETO"
"210760","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"210410","PDT","MASCULINO","SUPERIOR COMPLETO"
"210087","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"210465","PC do B","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"211290","PMDB","FEMININO","SUPERIOR COMPLETO"
"210150","PC do B","MASCULINO","SUPERIOR COMPLETO"
"210360","PT","MASCULINO","SUPERIOR INCOMPLETO"
"210135","PDT","MASCULINO","SUPERIOR COMPLETO"
"210420","PDT","MASCULINO","SUPERIOR COMPLETO"
"210100","PTB","MASCULINO","SUPERIOR COMPLETO"
"211240","PV","MASCULINO","SUPERIOR INCOMPLETO"
"210405","PMDB","MASCULINO","SUPERIOR COMPLETO"
"210440","PSDB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"210460","PSDB","FEMININO","SUPERIOR COMPLETO"
"210260","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"210315","PR","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"211125","PDT","MASCULINO","SUPERIOR COMPLETO"
"510890","PSDB","MASCULINO","SUPERIOR COMPLETO"
"510380","PSDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"312695","PTB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"316300","PSDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"313140","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"314350","PMDB","MASCULINO","SUPERIOR COMPLETO"
"312150","PTB","FEMININO","SUPERIOR COMPLETO"
"316770","PR","FEMININO","SUPERIOR COMPLETO"
"316410","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"315220","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"312130","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"315160","PHS","MASCULINO","SUPERIOR COMPLETO"
"315410","PSB","MASCULINO","LÊ E ESCREVE"
"310760","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"312380","SD","MASCULINO","ENSINO MÉDIO COMPLETO"
"310220","PV","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"316690","PMDB","MASCULINO","SUPERIOR COMPLETO"
"310810","PMDB","MASCULINO","SUPERIOR COMPLETO"
"510794","PMDB","MASCULINO","SUPERIOR COMPLETO"
"510810","PMDB","MASCULINO","SUPERIOR COMPLETO"
"510775","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"510628","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"510410","PRB","MASCULINO","SUPERIOR COMPLETO"
"510860","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"510685","PSC","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"510776","PSD","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"510500","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"510180","PMDB","MASCULINO","SUPERIOR COMPLETO"
"510675","PRB","MASCULINO","ENSINO MÉDIO COMPLETO"
"510140","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"311615","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"311400","PSDB","MASCULINO","LÊ E ESCREVE"
"316190","PDT","MASCULINO","SUPERIOR COMPLETO"
"313970","PV","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"510777","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"310620","PHS","MASCULINO","SUPERIOR INCOMPLETO"
"312970","PP","MASCULINO","SUPERIOR COMPLETO"
"313420","PMDB","MASCULINO","SUPERIOR COMPLETO"
"315895","PRB","FEMININO","SUPERIOR COMPLETO"
"312910","PMDB","MASCULINO","SUPERIOR COMPLETO"
"312600","PV","MASCULINO","ENSINO MÉDIO COMPLETO"
"311910","PPS","MASCULINO","SUPERIOR COMPLETO"
"315015","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"315670","PSB","MASCULINO","SUPERIOR COMPLETO"
"313750","PSDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"313550","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"316460","PDT","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"314930","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"314980","PSDB","MASCULINO","SUPERIOR COMPLETO"
"510740","PR","MASCULINO","SUPERIOR INCOMPLETO"
"510610","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"510420","PSDB","MASCULINO","SUPERIOR COMPLETO"
"314040","SD","MASCULINO","SUPERIOR COMPLETO"
"313170","PTB","MASCULINO","SUPERIOR COMPLETO"
"313930","PPS","MASCULINO","SUPERIOR COMPLETO"
"315970","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"315910","PR","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"314015","PSB","MASCULINO","SUPERIOR COMPLETO"
"312040","PSB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"312010","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"311820","PR","MASCULINO","SUPERIOR COMPLETO"
"313520","PSB","MASCULINO","SUPERIOR COMPLETO"
"314360","PHS","MASCULINO","ENSINO MÉDIO COMPLETO"
"312830","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"316150","PSDB","MASCULINO","SUPERIOR COMPLETO"
"316040","PSDB","MASCULINO","SUPERIOR COMPLETO"
"315050","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"317065","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"310790","PV","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"311480","PTB","MASCULINO","LÊ E ESCREVE"
"316030","PRB","MASCULINO","ENSINO MÉDIO COMPLETO"
"510285","PT","FEMININO","SUPERIOR COMPLETO"
